#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Belo Horizonte 
#############################################################################
data;
# Distance matrix between same-level facilities (for team transfer) 
# {EL[1], L[1]} default 0; # Distance between L1 facilities (min)  
param DL1 := 
3106200023418 3106203002446 10259 
3106200023418 3106200022950 11298 
3106200023418 3106200023000 11094 
3106200023418 3106200022993 8881 
3106200023418 3106200022853 9427 
3106200023418 3106200022861 12304 
3106200023418 3106200022926 7552 
3106200023418 3106200022969 10457 
3106200023418 3106200022888 9210 
3106200023418 3106200022845 10887 
3106200023418 3106200022896 12057 
3106200023418 3106200023183 8050 
3106200023418 3106200023175 8996 
3106200023418 3106200023191 10963 
3106200023418 3106200023167 9509 
3106200023418 3106202695731 7900 
3106200023418 3106200023205 10188 
3106200023418 3106200023108 11464 
3106200023418 3106200023086 9934 
3106200023418 3106200023868 3072 
3106200023418 3106202695448 2671 
3106200023418 3106200023906 4743 
3106200023418 3106200023884 5985 
3106200023418 3106202695774 7405 
3106200023418 3106200023825 7281 
3106200023418 3106200024015 6309 
3106200023418 3106203451658 4687 
3106200023418 3106202695464 3630 
3106200023418 3106200023841 4449 
3106200023418 3106200023914 4977 
3106200023418 3106200023965 5488 
3106200023418 3106200023957 6164 
3106200023418 3106200024171 3259 
3106200023418 3106200555142 6550 
3106200023418 3106202695499 12073 
3106200023418 3106200023434 1223 
3106200023418 3106200023760 1223 
3106200023418 3106200023442 1226 
3106200023418 3106200023736 1473 
3106200023418 3106203286401 2629 
3106200023418 3106200023396 1441 
3106200023418 3106200023337 2831 
3106200023418 3106200023418 0 
3106200023418 3106200023469 1330 
3106200023418 3106200023361 2127 
3106200023418 3106200023930 2127 
3106200023418 3106209077324 3598 
3106200023418 3106202695472 3292 
3106200023418 3106202695480 1787 
3106200023418 3106200023345 2942 
3106200023418 3106200023450 2587 
3106200023418 3106200023426 1806 
3106200023418 3106200023558 8168 
3106200023418 3106200023531 10339 
3106200023418 3106200023507 9554 
3106200023418 3106200024023 7434 
3106200023418 3106207995369 5857 
3106200023418 3106200024007 5857 
3106200023418 3106200023892 6293 
3106200023418 3106202708310 7147 
3106200023418 3106205618312 11029 
3106200023418 3106200023477 9113 
3106200023418 3106200023485 9158 
3106200023418 3106200023493 9193 
3106200023418 3106200022632 5891 
3106200023418 3106200022624 6959 
3106200023418 3106200022705 7332 
3106200023418 3106200022713 8943 
3106200023418 3106200022659 2919 
3106200023418 3106200022640 2919 
3106200023418 3106200022586 3532 
3106200023418 3106203232271 7714 
3106200023418 3106200022608 7970 
3106200023418 3106200022748 6916 
3106200023418 3106200022756 4973 
3106200023418 3106203015998 4532 
3106200023418 3106203008525 8734 
3106200023418 3106200022543 7196 
3106200023418 3106200022675 5857 
3106200023418 3106200022578 5196 
3106200023418 3106200022616 5725 
3106200023418 3106200023043 15088 
3106200023418 3106200023035 16877 
3106200023418 3106200023132 16491 
3106200023418 3106205432243 14675 
3106200023418 3106200023140 12070 
3106200023418 3106200023094 11953 
3106200023418 3106202820609 14058 
3106200023418 3106204908732 15138 
3106200023418 3106200023159 14865 
3106200023418 3106200023787 14657 
3106200023418 3106200023248 14524 
3106200023418 3106205219175 15047 
3106200023418 3106200023795 14164 
3106200023418 3106200023256 13547 
3106200023418 3106200023264 12937 
3106200023418 3106202695456 15322 
3106200023418 3106205866383 14762 
3106200023418 3106200023728 11609 
3106200023418 3106200023213 12175 
3106200023418 3106200023817 13791 
3106200023418 3106209166718 15973 
3106200023418 3106200023701 16299 
3106200023418 3106200023779 16393 
3106200023418 3106202695421 13447 
3106200023418 3106200023221 12861 
3106200023418 3106200023515 12668 
3106200023418 3106200023744 14814 
3106200023418 3106200023655 16754 
3106200023418 3106209166793 13861 
3106200023418 3106200023671 13256 
3106200023418 3106203411451 12428 
3106200023418 3106200023604 13592 
3106200023418 3106200023639 17509 
3106200023418 3106200023663 16692 
3106200023418 3106200023574 16869 
3106200023418 3106200023647 15897 
3106200023418 3106206368379 15133 
3106200023418 3106200023620 16092 
3106200023418 3106200023698 15142 
3106200023418 3106200023019 14907 
3106200023418 3106200023612 13822 
3106200023418 3106205471532 17509 
3106200023418 3106200023590 14425 
3106200023418 3106203426637 15048 
3106200023469 3106200022772 6668 
3106200023469 3106200023388 7251 
3106200023469 3106200024155 5400 
3106200023469 3106200024139 5599 
3106200023469 3106200024104 8822 
3106200023469 3106200024147 7242 
3106200023469 3106200024120 9169 
3106200023469 3106202695766 8376 
3106200023469 3106207772106 7059 
3106200023469 3106200024163 4543 
3106200023469 3106200024090 5768 
3106200023469 3106203002446 11590 
3106200023469 3106200022950 12624 
3106200023469 3106200023000 12383 
3106200023469 3106200022993 10212 
3106200023469 3106200022853 10734 
3106200023469 3106200022861 13634 
3106200023469 3106200022926 8828 
3106200023469 3106200022969 11765 
3106200023469 3106200022888 10527 
3106200023469 3106200022845 12155 
3106200023469 3106200022896 13387 
3106200023469 3106200023183 9197 
3106200023469 3106200023175 10037 
3106200023469 3106200023191 12152 
3106200023469 3106200023167 10670 
3106200023469 3106202695731 9087 
3106200023469 3106200023205 11405 
3106200023469 3106200023108 12601 
3106200023469 3106200023086 11013 
3106200023469 3106200023868 3361 
3106200023469 3106202695448 2645 
3106200023469 3106200023906 4800 
3106200023469 3106200023884 5981 
3106200023469 3106202695774 8386 
3106200023469 3106200023825 8317 
3106200023469 3106200024015 7533 
3106200023469 3106203451658 5816 
3106200023469 3106202695464 4305 
3106200023469 3106200023841 4646 
3106200023469 3106200023914 5752 
3106200023469 3106200023965 5238 
3106200023469 3106200023957 7337 
3106200023469 3106200024171 4108 
3106200023469 3106200555142 6421 
3106200023469 3106202695499 12921 
3106200023469 3106200023434 1703 
3106200023469 3106200023760 1703 
3106200023469 3106200023442 2552 
3106200023469 3106200023736 2724 
3106200023469 3106203286401 3164 
3106200023469 3106200023396 115 
3106200023469 3106200023337 3998 
3106200023469 3106200023418 1330 
3106200023469 3106200023469 0 
3106200023469 3106200023361 1163 
3106200023469 3106200023930 1163 
3106200023469 3106209077324 2753 
3106200023469 3106202695472 2464 
3106200023469 3106202695480 2435 
3106200023469 3106200023345 3756 
3106200023469 3106200023450 3914 
3106200023469 3106200023426 1306 
3106200023469 3106200023558 8447 
3106200023469 3106200023531 11314 
3106200023469 3106200023507 10548 
3106200023469 3106200024023 7577 
3106200023469 3106207995369 6118 
3106200023469 3106200024007 6118 
3106200023469 3106200023892 6996 
3106200023469 3106202708310 7718 
3106200023469 3106205618312 11895 
3106200023469 3106200023477 9706 
3106200023469 3106200023485 9503 
3106200023469 3106200023493 9753 
3106200023469 3106200022632 5097 
3106200023469 3106200022624 6285 
3106200023469 3106200022705 6221 
3106200023469 3106200022713 8012 
3106200023469 3106200022659 2010 
3106200023469 3106200022640 2010 
3106200023469 3106200022586 2894 
3106200023469 3106203232271 6412 
3106200023469 3106200022608 6698 
3106200023469 3106200022748 5899 
3106200023469 3106200022756 4632 
3106200023469 3106203015998 4261 
3106200023469 3106203008525 7767 
3106200023469 3106200022543 5893 
3106200023469 3106200022675 6024 
3106200023469 3106200022578 4497 
3106200023469 3106200022616 4655 
3106200023469 3106200023043 16213 
3106200023469 3106200023035 18025 
3106200023469 3106200023132 17568 
3106200023469 3106205432243 15913 
3106200023469 3106200023140 13292 
3106200023469 3106200023094 13088 
3106200023469 3106202820609 15198 
3106200023469 3106204908732 16345 
3106200023469 3106200023159 16051 
3106200023469 3106200023787 15605 
3106200023469 3106200023248 15489 
3106200023469 3106205219175 15987 
3106200023469 3106200023795 15184 
3106200023469 3106200023256 14576 
3106200023469 3106200023264 13861 
3106200023469 3106202695456 16378 
3106200023469 3106205866383 15872 
3106200023469 3106200023728 12684 
3106200023469 3106200023213 13160 
3106200023469 3106200023817 14617 
3106200023469 3106209166718 16867 
3106200023469 3106200023701 17109 
3106200023469 3106200023779 17264 
3106200023469 3106202695421 14410 
3106200023469 3106200023221 13913 
3106200023469 3106200023515 13347 
3106200023469 3106200023744 15374 
3106200023469 3106200023655 17320 
3106200023469 3106209166793 14502 
3106200023469 3106200023671 13854 
3106200023469 3106203411451 12944 
3106200023469 3106200023604 13921 
3106200023469 3106200023639 18111 
3106200023469 3106200023663 17333 
3106200023469 3106200023574 17591 
3106200023469 3106200023647 16629 
3106200023469 3106206368379 15846 
3106200023469 3106200023620 16546 
3106200023469 3106200023698 15532 
3106200023469 3106200023019 15703 
3106200023469 3106200023612 14338 
3106200023469 3106205471532 18111 
3106200023469 3106200023590 15134 
3106200023469 3106203426637 15508 
3106200023361 3106200022772 7455 
3106200023361 3106200023388 7700 
3106200023361 3106200024155 6362 
3106200023361 3106200024139 6441 
3106200023361 3106200024104 9566 
3106200023361 3106200024147 8001 
3106200023361 3106200024120 9822 
3106200023361 3106202695766 8971 
3106200023361 3106207772106 7533 
3106200023361 3106200024163 5367 
3106200023361 3106200024090 6105 
3106200023361 3106203002446 12152 
3106200023361 3106200022950 13116 
3106200023361 3106200023000 12704 
3106200023361 3106200022993 10809 
3106200023361 3106200022853 11472 
3106200023361 3106200022861 14210 
3106200023361 3106200022926 9137 
3106200023361 3106200022969 12154 
3106200023361 3106200022888 10971 
3106200023361 3106200022845 12415 
3106200023361 3106200022896 13958 
3106200023361 3106200023183 9245 
3106200023361 3106200023175 9920 
3106200023361 3106200023191 12242 
3106200023361 3106200023167 10724 
3106200023361 3106202695731 9203 
3106200023361 3106200023205 11555 
3106200023361 3106200023108 12600 
3106200023361 3106200023086 10937 
3106200023361 3106200023868 2779 
3106200023361 3106202695448 1913 
3106200023361 3106200023906 3939 
3106200023361 3106200023884 5047 
3106200023361 3106202695774 8215 
3106200023361 3106200023825 8216 
3106200023361 3106200024015 7741 
3106200023361 3106203451658 5905 
3106200023361 3106202695464 3965 
3106200023361 3106200023841 3889 
3106200023361 3106200023914 5429 
3106200023361 3106200023965 4194 
3106200023361 3106200023957 7457 
3106200023361 3106200024171 3952 
3106200023361 3106200555142 5414 
3106200023361 3106202695499 12547 
3106200023361 3106200023434 2834 
3106200023361 3106200023760 2834 
3106200023361 3106200023442 3295 
3106200023361 3106200023736 3601 
3106200023361 3106203286401 4318 
3106200023361 3106200023396 1149 
3106200023361 3106200023337 4953 
3106200023361 3106200023418 2127 
3106200023361 3106200023469 1163 
3106200023361 3106200023361 0 
3106200023361 3106200023930 0 
3106200023361 3106209077324 1591 
3106200023361 3106202695472 1300 
3106200023361 3106202695480 3563 
3106200023361 3106200023345 4869 
3106200023361 3106200023450 4612 
3106200023361 3106200023426 2418 
3106200023361 3106200023558 7644 
3106200023361 3106200023531 11098 
3106200023361 3106200023507 10363 
3106200023361 3106200024023 6701 
3106200023361 3106207995369 5349 
3106200023361 3106200024007 5349 
3106200023361 3106200023892 6561 
3106200023361 3106202708310 7149 
3106200023361 3106205618312 11551 
3106200023361 3106200023477 9126 
3106200023361 3106200023485 8733 
3106200023361 3106200023493 9144 
3106200023361 3106200022632 5801 
3106200023361 3106200022624 7057 
3106200023361 3106200022705 6517 
3106200023361 3106200022713 8517 
3106200023361 3106200022659 2813 
3106200023361 3106200022640 2813 
3106200023361 3106200022586 3812 
3106200023361 3106203232271 6234 
3106200023361 3106200022608 6634 
3106200023361 3106200022748 6341 
3106200023361 3106200022756 5634 
3106200023361 3106203015998 5300 
3106200023361 3106203008525 8232 
3106200023361 3106200022543 5721 
3106200023361 3106200022675 7160 
3106200023361 3106200022578 5298 
3106200023361 3106200022616 5066 
3106200023361 3106200023043 16171 
3106200023361 3106200023035 18016 
3106200023361 3106200023132 17449 
3106200023361 3106205432243 16082 
3106200023361 3106200023140 13440 
3106200023361 3106200023094 13080 
3106200023361 3106202820609 15186 
3106200023361 3106204908732 16448 
3106200023361 3106200023159 16115 
3106200023361 3106200023787 15328 
3106200023361 3106200023248 15234 
3106200023361 3106205219175 15697 
3106200023361 3106200023795 14997 
3106200023361 3106200023256 14405 
3106200023361 3106200023264 13566 
3106200023361 3106202695456 16235 
3106200023361 3106205866383 15810 
3106200023361 3106200023728 12588 
3106200023361 3106200023213 12942 
3106200023361 3106200023817 14212 
3106200023361 3106209166718 16523 
3106200023361 3106200023701 16674 
3106200023361 3106200023779 16893 
3106200023361 3106202695421 14157 
3106200023361 3106200023221 13777 
3106200023361 3106200023515 12808 
3106200023361 3106200023744 14723 
3106200023361 3106200023655 16664 
3106200023361 3106209166793 13922 
3106200023361 3106200023671 13241 
3106200023361 3106203411451 12270 
3106200023361 3106200023604 13108 
3106200023361 3106200023639 17483 
3106200023361 3106200023663 16740 
3106200023361 3106200023574 17069 
3106200023361 3106200023647 16120 
3106200023361 3106206368379 15323 
3106200023361 3106200023620 15809 
3106200023361 3106200023698 14754 
3106200023361 3106200023019 15260 
3106200023361 3106200023612 13656 
3106200023361 3106205471532 17483 
3106200023361 3106200023590 14611 
3106200023361 3106203426637 14778 
3106200023930 3106200022772 7455 
3106200023930 3106200023388 7700 
3106200023930 3106200024155 6362 
3106200023930 3106200024139 6441 
3106200023930 3106200024104 9566 
3106200023930 3106200024147 8001 
3106200023930 3106200024120 9822 
3106200023930 3106202695766 8971 
3106200023930 3106207772106 7533 
3106200023930 3106200024163 5367 
3106200023930 3106200024090 6105 
3106200023930 3106203002446 12152 
3106200023930 3106200022950 13116 
3106200023930 3106200023000 12704 
3106200023930 3106200022993 10809 
3106200023930 3106200022853 11472 
3106200023930 3106200022861 14210 
3106200023930 3106200022926 9137 
3106200023930 3106200022969 12154 
3106200023930 3106200022888 10971 
3106200023930 3106200022845 12415 
3106200023930 3106200022896 13958 
3106200023930 3106200023183 9245 
3106200023930 3106200023175 9920 
3106200023930 3106200023191 12242 
3106200023930 3106200023167 10724 
3106200023930 3106202695731 9203 
3106200023930 3106200023205 11555 
3106200023930 3106200023108 12600 
3106200023930 3106200023086 10937 
3106200023930 3106200023868 2779 
3106200023930 3106202695448 1913 
3106200023930 3106200023906 3939 
3106200023930 3106200023884 5047 
3106200023930 3106202695774 8215 
3106200023930 3106200023825 8216 
3106200023930 3106200024015 7741 
3106200023930 3106203451658 5905 
3106200023930 3106202695464 3965 
3106200023930 3106200023841 3889 
3106200023930 3106200023914 5429 
3106200023930 3106200023965 4194 
3106200023930 3106200023957 7457 
3106200023930 3106200024171 3952 
3106200023930 3106200555142 5414 
3106200023930 3106202695499 12547 
3106200023930 3106200023434 2834 
3106200023930 3106200023760 2834 
3106200023930 3106200023442 3295 
3106200023930 3106200023736 3601 
3106200023930 3106203286401 4318 
3106200023930 3106200023396 1149 
3106200023930 3106200023337 4953 
3106200023930 3106200023418 2127 
3106200023930 3106200023469 1163 
3106200023930 3106200023361 0 
3106200023930 3106200023930 0 
3106200023930 3106209077324 1591 
3106200023930 3106202695472 1300 
3106200023930 3106202695480 3563 
3106200023930 3106200023345 4869 
3106200023930 3106200023450 4612 
3106200023930 3106200023426 2418 
3106200023930 3106200023558 7644 
3106200023930 3106200023531 11098 
3106200023930 3106200023507 10363 
3106200023930 3106200024023 6701 
3106200023930 3106207995369 5349 
3106200023930 3106200024007 5349 
3106200023930 3106200023892 6561 
3106200023930 3106202708310 7149 
3106200023930 3106205618312 11551 
3106200023930 3106200023477 9126 
3106200023930 3106200023485 8733 
3106200023930 3106200023493 9144 
3106200023930 3106200022632 5801 
3106200023930 3106200022624 7057 
3106200023930 3106200022705 6517 
3106200023930 3106200022713 8517 
3106200023930 3106200022659 2813 
3106200023930 3106200022640 2813 
3106200023930 3106200022586 3812 
3106200023930 3106203232271 6234 
3106200023930 3106200022608 6634 
3106200023930 3106200022748 6341 
3106200023930 3106200022756 5634 
3106200023930 3106203015998 5300 
3106200023930 3106203008525 8232 
3106200023930 3106200022543 5721 
3106200023930 3106200022675 7160 
3106200023930 3106200022578 5298 
3106200023930 3106200022616 5066 
3106200023930 3106200023043 16171 
3106200023930 3106200023035 18016 
3106200023930 3106200023132 17449 
3106200023930 3106205432243 16082 
3106200023930 3106200023140 13440 
3106200023930 3106200023094 13080 
3106200023930 3106202820609 15186 
3106200023930 3106204908732 16448 
3106200023930 3106200023159 16115 
3106200023930 3106200023787 15328 
3106200023930 3106200023248 15234 
3106200023930 3106205219175 15697 
3106200023930 3106200023795 14997 
3106200023930 3106200023256 14405 
3106200023930 3106200023264 13566 
3106200023930 3106202695456 16235 
3106200023930 3106205866383 15810 
3106200023930 3106200023728 12588 
3106200023930 3106200023213 12942 
3106200023930 3106200023817 14212 
3106200023930 3106209166718 16523 
3106200023930 3106200023701 16674 
3106200023930 3106200023779 16893 
3106200023930 3106202695421 14157 
3106200023930 3106200023221 13777 
3106200023930 3106200023515 12808 
3106200023930 3106200023744 14723 
3106200023930 3106200023655 16664 
3106200023930 3106209166793 13922 
3106200023930 3106200023671 13241 
3106200023930 3106203411451 12270 
3106200023930 3106200023604 13108 
3106200023930 3106200023639 17483 
3106200023930 3106200023663 16740 
3106200023930 3106200023574 17069 
3106200023930 3106200023647 16120 
3106200023930 3106206368379 15323 
3106200023930 3106200023620 15809 
3106200023930 3106200023698 14754 
3106200023930 3106200023019 15260 
3106200023930 3106200023612 13656 
3106200023930 3106205471532 17483 
3106200023930 3106200023590 14611 
3106200023930 3106203426637 14778 
3106209077324 3106200022772 8739 
3106209077324 3106200023388 8630 
3106209077324 3106200024155 7815 
3106209077324 3106200024139 7790 
3106209077324 3106200024104 10783 
3106209077324 3106200024147 9250 
3106209077324 3106200024120 10939 
3106209077324 3106202695766 10035 
3106209077324 3106207772106 8494 
3106209077324 3106200024163 6721 
3106209077324 3106200024090 6962 
3106209077324 3106203002446 13143 
3106209077324 3106200022950 14017 
3106209077324 3106200023000 13403 
3106209077324 3106200022993 11853 
3106209077324 3106200022853 12665 
3106209077324 3106200022861 15202 
3106209077324 3106200022926 9875 
3106209077324 3106200022969 12942 
3106209077324 3106200022888 11838 
3106209077324 3106200022845 13042 
3106209077324 3106200022896 14945 
3106209077324 3106200023183 9656 
3106209077324 3106200023175 10097 
3106209077324 3106200023191 12654 
3106209077324 3106200023167 11113 
3106209077324 3106202695731 9703 
3106209077324 3106200023205 12055 
3106209077324 3106200023108 12887 
3106209077324 3106200023086 11151 
3106209077324 3106200023868 2800 
3106209077324 3106202695448 1974 
3106209077324 3106200023906 3215 
3106209077324 3106200023884 4072 
3106209077324 3106202695774 8365 
3106209077324 3106200023825 8460 
3106209077324 3106200024015 8392 
3106209077324 3106203451658 6485 
3106209077324 3106202695464 4148 
3106209077324 3106200023841 3384 
3106209077324 3106200023914 5494 
3106209077324 3106200023965 3005 
3106209077324 3106200023957 8009 
3106209077324 3106200024171 4386 
3106209077324 3106200555142 4257 
3106209077324 3106202695499 12317 
3106209077324 3106200023434 4420 
3106209077324 3106200023760 4420 
3106209077324 3106200023442 4658 
3106209077324 3106200023736 5040 
3106209077324 3106203286401 5910 
3106209077324 3106200023396 2730 
3106209077324 3106200023337 6417 
3106209077324 3106200023418 3598 
3106209077324 3106200023469 2753 
3106209077324 3106200023361 1591 
3106209077324 3106200023930 1591 
3106209077324 3106209077324 0 
3106209077324 3106202695472 306 
3106209077324 3106202695480 5146 
3106209077324 3106200023345 6441 
3106209077324 3106200023450 5880 
3106209077324 3106200023426 3969 
3106209077324 3106200023558 6826 
3106209077324 3106200023531 11117 
3106209077324 3106200023507 10440 
3106209077324 3106200024023 5773 
3106209077324 3106207995369 4690 
3106209077324 3106200024007 4690 
3106209077324 3106200023892 6394 
3106209077324 3106202708310 6745 
3106209077324 3106205618312 11377 
3106209077324 3106200023477 8642 
3106209077324 3106200023485 7945 
3106209077324 3106200023493 8615 
3106209077324 3106200022632 6890 
3106209077324 3106200022624 8188 
3106209077324 3106200022705 7110 
3106209077324 3106200022713 9301 
3106209077324 3106200022659 4143 
3106209077324 3106200022640 4143 
3106209077324 3106200022586 5178 
3106209077324 3106203232271 6220 
3106209077324 3106200022608 6754 
3106209077324 3106200022748 7114 
3106209077324 3106200022756 7039 
3106209077324 3106203015998 6746 
3106209077324 3106203008525 8975 
3106209077324 3106200022543 5746 
3106209077324 3106200022675 8704 
3106209077324 3106200022578 6504 
3106209077324 3106200022616 5867 
3106209077324 3106200023043 16369 
3106209077324 3106200023035 18243 
3106209077324 3106200023132 17532 
3106209077324 3106205432243 16559 
3106209077324 3106200023140 13912 
3106209077324 3106200023094 13354 
3106209077324 3106202820609 15432 
3106209077324 3106204908732 16834 
3106209077324 3106200023159 16453 
3106209077324 3106200023787 15206 
3106209077324 3106200023248 15143 
3106209077324 3106205219175 15555 
3106209077324 3106200023795 15005 
3106209077324 3106200023256 14442 
3106209077324 3106200023264 13437 
3106209077324 3106202695456 16294 
3106209077324 3106205866383 15983 
3106209077324 3106200023728 12749 
3106209077324 3106200023213 12929 
3106209077324 3106200023817 13915 
3106209077324 3106209166718 16295 
3106209077324 3106200023701 16313 
3106209077324 3106200023779 16623 
3106209077324 3106202695421 14082 
3106209077324 3106200023221 13868 
3106209077324 3106200023515 12327 
3106209077324 3106200023744 14048 
3106209077324 3106200023655 15971 
3106209077324 3106209166793 13366 
3106209077324 3106200023671 12641 
3106209077324 3106203411451 11586 
3106209077324 3106200023604 12188 
3106209077324 3106200023639 16825 
3106209077324 3106200023663 16142 
3106209077324 3106200023574 16576 
3106209077324 3106200023647 15654 
3106209077324 3106206368379 14841 
3106209077324 3106200023620 14992 
3106209077324 3106200023698 13877 
3106209077324 3106200023019 14898 
3106209077324 3106200023612 12944 
3106209077324 3106205471532 16825 
3106209077324 3106200023590 14136 
3106209077324 3106203426637 13981 
3106202695472 3106200022772 8445 
3106202695472 3106200023388 8374 
3106202695472 3106200024155 7510 
3106202695472 3106200024139 7490 
3106202695472 3106200024104 10496 
3106202695472 3106200024147 8959 
3106202695472 3106200024120 10663 
3106202695472 3106202695766 9765 
3106202695472 3106207772106 8235 
3106202695472 3106200024163 6421 
3106202695472 3106200024090 6713 
3106202695472 3106203002446 12884 
3106202695472 3106200022950 13770 
3106202695472 3106200023000 13185 
3106202695472 3106200022993 11586 
3106202695472 3106200022853 12382 
3106202695472 3106200022861 14944 
3106202695472 3106200022926 9647 
3106202695472 3106200022969 12710 
3106202695472 3106200022888 11594 
3106202695472 3106200022845 12834 
3106202695472 3106200022896 14687 
3106202695472 3106200023183 9478 
3106202695472 3106200023175 9959 
3106202695472 3106200023191 12480 
3106202695472 3106200023167 10941 
3106202695472 3106202695731 9511 
3106202695472 3106200023205 11866 
3106202695472 3106200023108 12734 
3106202695472 3106200023086 11008 
3106202695472 3106200023868 2641 
3106202695472 3106202695448 1779 
3106202695472 3106200023906 3220 
3106202695472 3106200023884 4150 
3106202695472 3106202695774 8227 
3106202695472 3106200023825 8307 
3106202695472 3106200024015 8175 
3106202695472 3106203451658 6273 
3106202695472 3106202695464 3982 
3106202695472 3106200023841 3341 
3106202695472 3106200023914 5360 
3106202695472 3106200023965 3134 
3106202695472 3106200023957 7805 
3106202695472 3106200024171 4184 
3106202695472 3106200555142 4386 
3106202695472 3106202695499 12257 
3106202695472 3106200023434 4122 
3106202695472 3106200023760 4122 
3106202695472 3106200023442 4355 
3106202695472 3106200023736 4734 
3106202695472 3106203286401 5614 
3106202695472 3106200023396 2446 
3106202695472 3106200023337 6111 
3106202695472 3106200023418 3292 
3106202695472 3106200023469 2464 
3106202695472 3106200023361 1300 
3106202695472 3106200023930 1300 
3106202695472 3106209077324 306 
3106202695472 3106202695472 0 
3106202695472 3106202695480 4846 
3106202695472 3106200023345 6138 
3106202695472 3106200023450 5585 
3106202695472 3106200023426 3698 
3106202695472 3106200023558 6879 
3106202695472 3106200023531 11008 
3106202695472 3106200023507 10320 
3106202695472 3106200024023 5849 
3106202695472 3106207995369 4696 
3106202695472 3106200024007 4696 
3106202695472 3106200023892 6307 
3106202695472 3106202708310 6707 
3106202695472 3106205618312 11305 
3106202695472 3106200023477 8626 
3106202695472 3106200023485 7994 
3106202695472 3106200023493 8609 
3106202695472 3106200022632 6735 
3106202695472 3106200022624 8027 
3106202695472 3106200022705 7056 
3106202695472 3106200022713 9215 
3106202695472 3106200022659 3926 
3106202695472 3106200022640 3926 
3106202695472 3106200022586 4957 
3106202695472 3106203232271 6280 
3106202695472 3106200022608 6791 
3106202695472 3106200022748 7025 
3106202695472 3106200022756 6812 
3106202695472 3106203015998 6508 
3106202695472 3106203008525 8897 
3106202695472 3106200022543 5796 
3106202695472 3106200022675 8438 
3106202695472 3106200022578 6322 
3106202695472 3106200022616 5767 
3106202695472 3106200023043 16234 
3106202695472 3106200023035 18104 
3106202695472 3106200023132 17418 
3106202695472 3106205432243 16377 
3106202695472 3106200023140 13729 
3106202695472 3106200023094 13203 
3106202695472 3106202820609 15288 
3106202695472 3106204908732 16668 
3106202695472 3106200023159 16294 
3106202695472 3106200023787 15128 
3106202695472 3106200023248 15059 
3106202695472 3106205219175 15481 
3106202695472 3106200023795 14903 
3106202695472 3106200023256 14334 
3106202695472 3106200023264 13359 
3106202695472 3106202695456 16183 
3106202695472 3106205866383 15852 
3106202695472 3106200023728 12618 
3106202695472 3106200023213 12828 
3106202695472 3106200023817 13869 
3106202695472 3106209166718 16238 
3106202695472 3106200023701 16282 
3106202695472 3106200023779 16574 
3106202695472 3106202695421 13994 
3106202695472 3106200023221 13750 
3106202695472 3106200023515 12317 
3106202695472 3106200023744 14081 
3106202695472 3106200023655 16009 
3106202695472 3106209166793 13373 
3106202695472 3106200023671 12656 
3106202695472 3106203411451 11618 
3106202695472 3106200023604 12274 
3106202695472 3106200023639 16856 
3106202695472 3106200023663 16160 
3106202695472 3106200023574 16572 
3106202695472 3106200023647 15644 
3106202695472 3106206368379 14834 
3106202695472 3106200023620 15057 
3106202695472 3106200023698 13954 
3106202695472 3106200023019 14866 
3106202695472 3106200023612 12984 
3106202695472 3106205471532 16856 
3106202695472 3106200023590 14127 
3106202695472 3106203426637 14040 
3106202695480 3106200022772 4841 
3106202695480 3106200023388 6160 
3106202695480 3106200024155 3232 
3106202695480 3106200024139 3713 
3106202695480 3106200024104 6998 
3106202695480 3106200024147 5449 
3106202695480 3106200024120 7527 
3106202695480 3106202695766 6894 
3106202695480 3106207772106 5927 
3106202695480 3106200024163 2819 
3106202695480 3106200024090 5081 
3106202695480 3106203002446 10070 
3106202695480 3106200022950 11224 
3106202695480 3106200023000 11341 
3106202695480 3106200022993 8655 
3106202695480 3106200022853 8877 
3106202695480 3106200022861 12046 
3106202695480 3106200022926 7944 
3106202695480 3106200022969 10597 
3106202695480 3106200022888 9283 
3106202695480 3106200022845 11246 
3106202695480 3106200022896 11815 
3106202695480 3106200023183 8850 
3106202695480 3106200023175 9995 
3106202695480 3106200023191 11599 
3106202695480 3106200023167 10243 
3106202695480 3106202695731 8601 
3106202695480 3106200023205 10749 
3106202695480 3106200023108 12227 
3106202695480 3106200023086 10845 
3106202695480 3106200023868 4834 
3106202695480 3106202695448 4456 
3106202695480 3106200023906 6523 
3106202695480 3106200023884 7768 
3106202695480 3106202695774 8538 
3106202695480 3106200023825 8330 
3106202695480 3106200024015 6950 
3106202695480 3106203451658 5663 
3106202695480 3106202695464 5215 
3106202695480 3106200023841 6210 
3106202695480 3106200023914 6429 
3106202695480 3106200023965 7269 
3106202695480 3106200023957 6960 
3106202695480 3106200024171 4729 
3106202695480 3106200555142 8338 
3106202695480 3106202695499 13318 
3106202695480 3106200023434 731 
3106202695480 3106200023760 731 
